content,score,appVersion,topic_label
they basically make the free version unnecessarily expensive so that you buy the overpriced payed version,1,9.1.44.2120,Free Version Too Restricted
"amazing, don't expect much for free, but atleast its free.",5,,Free Version Too Restricted
"It's great when you have paid version, but It's terrible for free streaming. Anyway 👏",2,8.8.22.510,Free Version Too Restricted
I know there are some consequences for free users but I think there are too many limitations and too many ads so that's why I think it's a very mid experience,3,9.1.34.2060,Free Version Too Restricted
I NEED you to make the FREE version NOT seem like a TORTURE DEVICE,2,9.1.60.1970,Free Version Too Restricted
"Very bad experience for those who are using it for free. Very, very bad.",1,9.1.44.2120,Free Version Too Restricted
they find a way to torture free users every week,1,9.1.44.2120,Free Version Too Restricted
ahhhh I hate it especially when you use your free skips😑😒👎👎,4,9.1.58.1567,Free Version Too Restricted
The free version was good until last week.. now updates are terrible 😕😔,3,9.1.52.1394,Free Version Too Restricted
Free Version is Trash i.e. they are forcing to buy premium indirectly... don't use this application.,1,,Free Version Too Restricted
the free version terrible. its not like I can get premium either. 3 adds in a row. 6 skips per hour. so bad,3,9.1.60.1970,Free Version Too Restricted
Very disgusting and distributing for free user who can't afford premium very bad,1,9.1.28.2252,Free Version Too Restricted
you guys treat your free users like straight up garbage not cool,1,9.1.44.2120,Free Version Too Restricted
"Why my spotify doesn't let me change songs. I am playing a song and when I want to change I'm clicking on other song it's not coming , the previous is only being played!!!!! That's so irritating coz spotify wants everyone to take the freaking premium even when the person does not want to!! I'm reporting this issue. I mean let the person enjoy with whatever song , the person wants to!",3,9.1.58.1567,General App Dissatisfaction
"don't get me wrong, I love spotify but days have passed and my Spotify isn't working. I can't search any song, artist or playlist. it just says ""something's wrong, try again"" and now I wanted to make a new account, it just keeps loading on and on and says ""something's wrong"". please fix this immediately. I can't live without music.",3,9.1.24.1739,General App Dissatisfaction
"The only reason I have Spotify premium is for the dj, but the dj is just basically playing all my most listened songs everyday instead of being a innovative Ai that plays music I like as well as music might like based on my listening activity. Yes I enjoy It but it's starting to become repetitive definitely will be canceling my premium.",2,9.1.24.1739,General App Dissatisfaction
"Trust me I love Spotify and the fact that I can listen to music. But I HATE having so many ads just because I don't have the money for premium. I will listen to like 1 or 2 songs and BOOM ad. The ""30 minutes of uninterrupted listening"" thing is a complete lie. Otherwise, it's a great app. Also there's a problem where the playlist display doesn't update. I will add songs, but the total length or amount of songs displayed doesn't change.",2,8.8.40.470,General App Dissatisfaction
something is lately go on with my Spotify it log out after every song 😭 i request Spotify to please solve my issue,1,,General App Dissatisfaction
"Well it WAS really good as of lately. I could skip any song I wanted to, had no limit WHILE on free. then after months, Spotify closed and I have a limit on skips. Ads I CANT deal with anymore. but now going back to this 6 skips and 5 ads(1 minute each btw) just made me hate the app even more. I never have and never will spend money on a app subscription or purchase ever. Doubling down on ads and limited skips just shows how money hungry these guys are. I spend MORE time hearing ads then songs..",1,9.1.44.2120,General App Dissatisfaction
Spotify is not for you if you hate adds because at first there won't be many but then you can get up to 5 adds back to back.,4,9.1.44.2120,General App Dissatisfaction
I just want to say Spotify don't want to let me logging and every time I put my phone off I have to uninstall it and download it again,5,9.1.52.1394,General App Dissatisfaction
I paid money for premium account through Spotify app itself but I am not able to use any of the premium features and they are constantly asking me for taking subscription. My bank account has already deducted the money. But Spotify is still showing me as a free user. This is very Annoying.,1,9.1.28.2252,General App Dissatisfaction
"I love Spotify, but alot of time recommendations bring up lesser known artists and songs, both good and bad on that, you can discover new music, but you also get garbage(lesser known for a good reason)",4,9.1.34.2060,General App Dissatisfaction
"cannot contact anyone, can't ask questions l ask to play one album and Spotify plays all night, l have to wake up and tell it to stop",1,9.1.40.1486,General App Dissatisfaction
Constant crashes and bugs. I have to completely uninstall the app and reinstall just to get it to work sometimes! I pay too much for this to be an everyday issue. Been a spotify user for over 10 years and I'm considering switching.,1,9.1.52.1394,General App Dissatisfaction
been using this app for about 3 years now. not gonna even get into the free plan for mobile. please fix the bug that whenever you open Spotify it says you're offline,2,9.1.24.1739,General App Dissatisfaction
"As of the past several months, my app has stopped syncing music or saving any of my liked songs. Any changes I made would not be saved. Then came the email about raising prices. I'd been using Spotify for 10 years. For the first time in 10 years I considered leaving. So I did. Switched to Tidal. Cheaper and higher quality. Funny how raising prices and not improving your service lowers the quality across the board. Why would I deal with that when I can get way higher quality music for cheaper?",1,9.1.24.1739,General App Dissatisfaction
"I just done cancellation of my Spotify Premium subscription due to dissatisfaction with the service. The platform’s recommendation algorithms frequently create jarring transitions—such as moving from high-energy gym music to devotional tracks—and the overall audio quality has not met my expectations. Additionally, many songs are unavailable, requiring me to source them elsewhere. Given these limitations, I no longer find the subscription worthwhile.",1,9.1.30.1993,General App Dissatisfaction
"Have been a premium duo client, membership stopped now duo is no longer available and a individual membership is basically the same price! Hyper inflated. I am not impressed at all! And the free version is so messed up now. Forcing you to listen to k@k. Nee dankie! Byeee spotify!",1,9.1.32.2083,General App Dissatisfaction
"I liked the music quality but I feel like where never I download songs with my premium they should stay there even if I I close my account because when I download the songs it's like I am buying them. Also Spotify should improve, listen and do the reviews made by us Spotify listeners.",5,9.1.32.2083,General App Dissatisfaction
"Everything in the app works well. Personally I'm disappointed that Spotify is just getting worse. I miss the simplicity of Spotify when it was just music and making playlists. the audio books and podcasts are great features too, but seeing all these random videos just pop up in the app is frustrating. the whole app feels too overwhelming now. I currently have the family premium plan, if it weren't for this plan, then I wouldn't be using Spotify anymore.",3,9.1.34.2060,General App Dissatisfaction
"basic features like searching for songs, artists, podcasts or audiobooks do not work anymore. New episodes view also stopped loading. Profile also can't be opened anymore. these issues appear on every platform, since it's the vibe coded Spotify backend that is broken.",1,9.1.44.2120,General App Dissatisfaction
Every few months they ask you to buy Spotify premium for literally choosing what music you want to listen to and you can only skip a song 6 times IN A DAY also you can't fast forward or rewind the music without Spotify premium. This is too much we should be free to at least listen to our choice of music .,1,9.1.24.1739,General App Dissatisfaction
"liked songs are not loading up in S26 Ultra. tried reinstalling, data clear, nothing helps",1,9.1.36.1948,Liked Songs Disappearing
what happened to my recent liked songs. the songs do not appear in my liked songs list. i already updated n clear the cache,4,9.1.24.1739,Liked Songs Disappearing
"I don't know what the hell is happening but now all 5,033 of my liked songs are gone from my liked playlist! I've had song since before 2014, and now all of my songs from over the years are gone!!! Edit: I already have deleted and reinstalled twice and signed out and back in numerous times!!",1,9.1.36.1948,Liked Songs Disappearing
no option to add liked songs to other playlist or to share my liked songs to others,1,9.1.24.1739,Liked Songs Disappearing
first is the popup whenever I try to like or put some on my likes songs a pop-up appear And it's annoying I want to like many songs but the pop-up thingy on new playlist and the playlists a created got on the way so fix it and Second I cant find the setting of related things to that so fix that too and third You always put a pop-up add And it's worse 30 second? can you make it 15 second or something are you tryin to waste our time I'm giving you 5 stars bc It's the only one playback Notice This,5,9.1.36.1948,Liked Songs Disappearing
I don't know how but all my songs from liked playlist are getting stopped playing... no songs in tuning... it stops hang I don't know what ever it is happening,1,9.1.30.1993,Liked Songs Disappearing
Odd behaviour. Since this app recently updated all my liked songs have disappeared and the app skips through the songs I want to play and won't pause. Please sort out this bug!,1,9.1.48.1661,Liked Songs Disappearing
always every now and than I find my account liked list not found I have to re create an account,3,9.1.42.2058,Liked Songs Disappearing
can't add songs to my liked playlist. also there is no way to explore new music. homepage is full of AI made playlists and recommendations but they are all based on my history and liked songs. I want to Listen something new but there is no way unless I know a few songs myself. no novelty.,2,9.1.56.574,Liked Songs Disappearing
"Never work update as of 4-13-26, I just logged in on my new phone and I only have 10 liked songs in my liked songs playlist???? I didn't delete or remove anything all I did was sign in and then added an album to that playlist",1,9.1.36.1948,Liked Songs Disappearing
when I put on my liked music it kept skipping songs on my liked Playlist.,2,9.1.48.1663,Liked Songs Disappearing
"bad song filter experience in liked songs, very slow to show results.",2,9.1.58.1567,Liked Songs Disappearing
"Like button does not work when on the lock-screen annoying to have to unlock my phone to do this, especially when you implement a feature that doesn't work. update: this works now. but please no more taking songs away 😢",4,9.1.52.1394,Liked Songs Disappearing
I can't find the many of the songs that I used to play from the liked songs playlist. Also recently there is a drastic change in the number of songs that I have liked and how many of them are actually now present in the same folder. It's extremely disappointing.,3,9.1.24.1739,Liked Songs Disappearing
My all liked songs got vanished due to this app. For a while I logged out my id and after after logging in my id all my liked songs got vanished 👊🏻😭,1,9.1.6.1145,Liked Songs Disappearing
"every time I try to add a song to my likes Playlist, it doesn't get added",1,9.1.46.1922,Liked Songs Disappearing
every time i try to make a genra playlist from my liked songs it just makes a playlist of my whole liked song playlist,1,9.1.42.2058,Liked Songs Disappearing
I add songs to my liked songs on mobile then I have to add them again on desktop,1,9.1.24.1739,Liked Songs Disappearing
Please just copy YouTube's liked song feature or allow me to play my whole library. Also let me remove songs from any menu.,1,9.1.44.2120,Liked Songs Disappearing
"please add liked songs option, I've lost all my odd things as saved for years",3,9.1.44.2120,Liked Songs Disappearing
"all of a sudden I cant log in anymore making the app completely useless, keep getting log in errors",1,9.1.40.1486,Login and Account Issues
"updated review, works fine most of the time. sometimes it randomly logs me out and forces me to make a new password. (have had to change my password maybe 4 times in the past 6 weeks)",3,9.1.24.1739,Login and Account Issues
Why does it keep logging me out every few minutes? I deleted cache and full data and changed all my passwords just in case. The widget also completely sucks after the new update. It's slow and it glitches. Why can't we choose which one we want on our homepage?,1,9.1.60.1962,Login and Account Issues
I DO NOT LIKE THAT YOU CANNOT LOG OUT AND IT TURNS ON RANDOMLEY IT IS SO ANOYYYYINGGGGG,1,9.1.32.2083,Login and Account Issues
have been paying for this amd am unable to use it as it will not let me log in,1,9.1.36.1948,Login and Account Issues
"The new log-in update is useless! I can't log in cause the code is not sending in my email! Is this update about making our lives harder? Gosh. Bring back the old version, this is such a downgrade.",1,9.1.44.2120,Login and Account Issues
"Insanely buggy and does not work. Unable to search. Tried reinstallation, now unable to login. The same ""something went wrong"" window pops up at every stage with no option to report the issue. Paid for premium and no support available whatsoever.",1,9.1.44.2120,Login and Account Issues
been a user since day 1 and I'll never switch up!,5,9.1.56.574,Login and Account Issues
I want to log in but the app is not working waste of time,1,,Login and Account Issues
"awful app and getting worse, can't even migrate accounts to my new device. sends me to myriad prompts when I just try logging in with my email. canceling my subscription I can't even use it on my new phone",1,9.1.44.2120,Login and Account Issues
I AM NOT HAPPY BECAUSE NOY IT IS SAYING THAT I HAVE MY MAIN ACOUNT CONNECTED AND IT WON'T LET ME LOG IN. FIX IT NOW,1,9.1.44.2120,Login and Account Issues
"i can't log in, it says something went wrong and tells me to check my connection even tho it's perfectly fine",1,,Login and Account Issues
I keep trying to make a account and it keeps sayings already have one that I forget and can't use 1 start for me,1,9.1.42.2058,Login and Account Issues
"I have a issue with the login, when you try to login you can manually input email and the password or there's a option to use other social medias like Facebook, google and etc, so why is it when I want to use these other methods besides manually typing in it says ""this account is already connected"" and I'm forced to login with the other method? why can it not be immediate? if this is a bug please fix this.",4,9.1.42.2058,Login and Account Issues
"WHY CANT I EVEN LOG IN??? I tried logging in with google ON THE LOGIN PAGE, it told me there was already an account and to go to the login page and just kept repeating that, and when I tried using a password it didn't work.",1,9.1.52.1394,Login and Account Issues
"i cannot sign up or log into my account, It's been a month doing this thing",1,9.1.60.1970,Login and Account Issues
"not working once I purchased a new device, cant log into the accounts it just shows a network problem i even had a premium but all is waste now",1,9.1.44.2120,Login and Account Issues
"Impossible! My account will NOT transfer over to my new phone. Uninstalled & reinstalled a dozen times minimum. Keeps telling me to try again, will be closing account.",1,9.1.44.2120,Login and Account Issues
"I already had an account on my old phone so I clicked ""log in"" and when I put my Google account it said ""this account is already logged in would you like to go to log in"" and when I clicked yes I did the same thing repeatedly.",1,9.1.58.1567,Login and Account Issues
keeps signing out of my Google account. I do not recommend this to anyone.,1,,Login and Account Issues
when is that video plus lyric thingy coming to india??? i also want to experience that. edit: it's 05/ 2022 still not up. It's 2026. It's on around 2023 st,4,9.1.42.2058,Missing Lossless Audio
It is supposed to be lossless but somehow audio quality is much worse than on tidal.,2,9.1.34.2060,Missing Lossless Audio
"It's so unfair! Other countries already have lossless audio, yet it's still unavailable here in the Philippines.",1,9.1.58.1567,Missing Lossless Audio
The ability to toggle the lossless/hifi bitrate is inconvenient and not on-demand. Close to 5 stars.,4,9.1.32.2083,Missing Lossless Audio
1 star for still not having the option to switch to Lossless in May 2026,1,9.1.42.2058,Missing Lossless Audio
"Everything works, Add Dolby Atmos and Lossless for Nigerian users That's all we ask Dolby atmos, very important, reupdate your music catalog",2,9.1.44.2120,Missing Lossless Audio
Its 2026 and you dont even have a history tab that show the last songs you listened to in order. What is wrong with this generation.,5,9.1.42.2058,Missing Lossless Audio
"June 2026, still the bomb!!! Subscription is the way to go.",5,9.1.52.1394,Missing Lossless Audio
I have been using Spotify premium for 2 years now..still the podcast is not available in bangladesh..I didn't even get lossless audio feature..video feature is also unavailable in bangladesh for some reason..I have been waiting for years for them to fix these..every update I expect to get atleast some of these feature already available and yet it keeps disappointing me.,1,9.1.28.2252,Missing Lossless Audio
best for Casual listeners not for audiophiles. Low Quality (mp3) no lossless Feature for my Country,3,9.1.52.1394,Missing Lossless Audio
For leasining music❌ for leasining Advertisement✔️ . worst apk in 2023📉. now it's 2025 and still no changes. now it's 2026 still no change.,1,9.1.52.1394,Missing Lossless Audio
it doesn't auto switch from Lossless back to the lower quality selected when not on Wifi. Been an issue since lossless launched. absolutely chews data and $$$,2,9.1.44.2104,Missing Lossless Audio
"No lossless, just ton of useless features (Apple music better) 0 stars if i could give",1,8.7.68.568,Missing Lossless Audio
2026 and still no Lossless feature (im using premium and live in PH),1,9.1.52.1394,Missing Lossless Audio
"10 months after lossless was announced, still no lossless for LATAM, as always companies keep neglecting one of the biggest territories in the world.",1,9.1.52.1394,Missing Lossless Audio
i am still waiting for loseless audio update.... its been months of waiting. this feature came out on September 10th. as of today its 1st march juat 9 more days till its fully 6 months..... are you guys going to even release this feature in pakistan or not?,4,9.1.24.1739,Missing Lossless Audio
in Bangladesh regions it doesn't support any video or any animation that's very bad experience,1,,Missing Lossless Audio
No lossless audio. It's 2026. I pay for a Premium subscription. Come on!,1,9.1.28.2252,Missing Lossless Audio
"5 months later, still no lossless audio despite being available in other markets. Utterly appalling!",3,9.1.24.1739,Missing Lossless Audio
There is no reason to limit features like lossless audio quality and canvas on different countries,1,9.1.44.2120,Missing Lossless Audio
"The latest ""AI"" (UGH) update broke something. When a song I don't like comes up I used to be able to downvote and hide it. Now the button vanishes at random (sometimes it's there sometimes it isn't) or if I swipe back and restart the song it *might* appear but I better click it quick before it dissappears again. And you would think oh just skip the song, but the ""AI"" now recommends one band at a time over and over and over and over until I teach it not to or exhauste the discography.",2,9.1.44.2120,Missing New Releases Feature
"cant find ""New Songs"" from the new update, when pressing top left icon at home screen, there is a list, also says ""New songs"" from what you follow, even podcast, now you put ""Listening Stats"" that is the most bogus thing to put! the AI music search isnt helping either. should have left it as is",2,9.1.30.1993,Missing New Releases Feature
"seriously, my ""Discover something new"" page had a half naked girl as the thumbnail and it was AI, I'm here searching up phonk or my fav music and this shows up? and apparently it was ""Gym Phonk"" plus I'm still a teen",4,,Missing New Releases Feature
"bring back the ""what's new"" button because that was way more easier for me to find out when my favorite artist dropped I don't want to have click on music then following artist, why would u guys change that smh",2,9.1.30.1993,Missing New Releases Feature
I discovered I can't see the views of a song except it's on the artist's top 10 songs list.I would also love to see all the songs of an artist instead of just the top 10. I can't locate songs through albums.,4,,Missing New Releases Feature
option removed to see new music from artists you follow. app is getting worse with time,1,9.1.36.1948,Missing New Releases Feature
why was the new releases list in the menu removed. accessing new albums through the release radar playlist is frustrating,2,9.1.36.1948,Missing New Releases Feature
"why did you guys remove the ""what's new"" button? I can't even scroll new releases from artists I follow anymore. What's the point then?",1,9.1.36.1948,Missing New Releases Feature
removing new releases was pretty dumb.. I enjoyed only seeing what was tailored to my likes and following.. if it ain't broke dont fix it.,3,9.1.34.2060,Missing New Releases Feature
"I used to fully enjoy Spotify as my music app, but now after the recent updates; I notice I can no longer find latest songs from the artist I follow at the top left corner where profile icon is... which now makes it harder to notice a new release from a particular artist. I really wish its restored back, btw.",3,,Missing New Releases Feature
"they removed ""whats new"" feature. the app stucks a lot, like its 2010. the new feature for new music from artists you follow, theres no way to know where you left off, making you miss some new music. also the lists refreshes itself during checking the new music, sending you back to the top of the list. this app is pure trash and they make it so, they want it to be trash.",1,9.1.44.2120,Missing New Releases Feature
good music... you need to start regulating remakes claiming to be originals and fake music claiming to be period music. this has become a BIG PROBLEM here. FIX THIS!!!!,1,,Missing New Releases Feature
I really don't like that they removed the new music feature for the artists that I follow.,3,9.1.36.1938,Missing New Releases Feature
"new songs feature (artists and podcasts you follow) doesn't appear anymore .. since this I miss alot of new content as it releases and sometimes miss it completely, this feature lists all the new content as it comes out and without it, I find the app less engaging and honestly I don't use it much without this feature no explaination why it's removed and I have the latest version , truly a massive step backwards for Spotify",1,9.1.50.1906,Missing New Releases Feature
"Why are there ""promotions"" for artists' upcoming albums that I don't even listen to on my home page?? There's not even an option to remove them or say ""not interested."" Remove this rubbish from my page!!",1,,Missing New Releases Feature
"The recent UI updates made it much harder to keep track of new releases from followed artists. The old “What’s New” section and visible Release Radar recommendations were one of Spotify’s best features for music discovery, and now they’re either hidden, inconsistent, or completely missing for many users. I shouldn’t have to manually check every artist page just to see new releases. Please bring back a clear and accessible feed for followed artists’ new music.",4,9.1.50.1906,Missing New Releases Feature
what is wrong with you people? why would you remove new releases section from the artists that i follow? what is the point in following them if I won't see when they release new music?,1,9.1.32.2083,Missing New Releases Feature
"Where in the world did the ""Whats New"" feature go? Why can't I see my artist subscriptions? It's not in the menu, it's not in discover. Why?",4,9.1.32.2083,Missing New Releases Feature
It's getting increasingly confusing. Things are constantly in different places. Finding the new music is a disaster.,2,9.1.30.1993,Missing New Releases Feature
why have you remove option of whats new for latest release song of your followed artist?,1,9.1.42.2058,Missing New Releases Feature
"I can't share lyrics, it keep saying ""something went wrong""",2,,Missing or Wrong Lyrics
when you click to show song lyrics and the song ends it resets to album cover art. and you need to click show lyrics FOR EVERY SONG independently. App designers in 2026 are actually bad people,1,9.1.32.2083,Missing or Wrong Lyrics
"I selected Tamil as my preferred language, but every time I open the app, it shows content from all languages instead of remembering my preference. Whenever I want to listen to Tamil songs, I have to manually select Tamil again, which is very irritating.",1,,Missing or Wrong Lyrics
"Spotify Spotify Spotify what have you done to the lyrics section. Who said the past lyrics section was bad... now I have to scroll and find the ""show lyrics"" while I was just able to click the section to show my lyrics",4,9.1.62.1601,Missing or Wrong Lyrics
Thiss aap is so badd... First I used to lovee listening to songs on Spotify butt now I am not able to see the lyrics of thee songs.. Whenever I click on the show lyrics the screen becomes black.. I have tried many times by many accounts and still it shows the same.!!!! andd now I am done using ittt.!!! Even I don't like the premium options too!!!! I want to give it zero starts it is that baddd.!!!!!,1,9.1.44.2120,Missing or Wrong Lyrics
Bad words are muted in E songs. My tracks were replaced by cleared versions and you can't find the full version.,1,9.1.34.2060,Missing or Wrong Lyrics
I have noticed that some Nigerian songs lyrics are wrong and even after being flagged there's still no change over weeks now,3,,Missing or Wrong Lyrics
op. and with every update the lyrics disappears. even the ones that had lyrics before they just are not there anymore.,1,9.1.52.1394,Missing or Wrong Lyrics
"app keeps stopping mid song and goes offline..please fix guys, why am I getting recommendations for bhojpuri playlist! I have never listened to regional music and never have I searched or shown interest in this music. fix your AI algorithm ffs",3,9.1.28.2252,Missing or Wrong Lyrics
I am using spotify as my first music listening platform but now I don't know why I am not seeing my music lyrics translation even when I have subscription? I mean I am playing a song from bts playlist and it shows me only korean lyrics and not the translated ones underneath the original lyrics.,3,9.1.32.2083,Missing or Wrong Lyrics
"Terrible user experience, totally wrong suggestions (let just me turn them off, including 'populr' which I do not care at all!), lyrics go away after each song, queue hidden for some weird reason. If it was not for the other family members I would have unsubscribed immediately.",2,9.1.44.2120,Missing or Wrong Lyrics
"I really do not like that titles are translated from Japanese, Chinese or Korean – I want original titles! It's easy to implement a setting that would allow any user a choice for this. also I despise videos on the main page! Awful!",2,9.1.42.2058,Missing or Wrong Lyrics
Okay but unstable with new layout for foldables. Lyrics are always out of sync unless you manually seek the timeline for every track. This is with both crossfade on and off. Maybe it's the way the app is preloading the next track.,3,9.1.36.1948,Missing or Wrong Lyrics
"for better audio quality, go use YouTube music. having lyrics on the screen is an okay feature though. also, Spotify doesn't pay their artists jack. so there is that",3,9.1.52.1394,Missing or Wrong Lyrics
the bengali subtitles aren't accurate please fix the spellings and transcribes.,3,9.1.58.1567,Missing or Wrong Lyrics
The plantain boy song by Timaya is completely wrong and a bunch of other songs have lyrics that don't match the song,4,9.1.52.1394,Missing or Wrong Lyrics
"Lyrics have disappeared after the recent update just has ""About this Song"" and ""About this Artist"" songs that used to have lyrics now don't and can't find it anywhere scrolling down",3,9.1.60.1970,Missing or Wrong Lyrics
"Spotify, what the heck. Can I just see the entire lyrics a few times? For one MONTH? This is actually the worst thing that could ever happend.",3,9.1.44.2120,Missing or Wrong Lyrics
"Very frustrating experience. If I play Telugu songs, it suddenly switches to Hindi or Punjabi. The app doesn’t maintain playlist or language consistency. Also, it frequently pushes devotional songs related to Ram, Shiva, Hanuman even when not selected, which feels forced. Workout playlists randomly switch to emotional or unrelated songs. Fix recommendation logic before promoting the app.😤😤🤬🤬😡😡🛑❌❌📵🔞📴🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎",1,,Missing or Wrong Lyrics
When I like listening to Hindi songs then why does this app play Bhojpuri songs?,1,,Missing or Wrong Lyrics
Absolutely unusable if you dont pay. Uninstalled. Useless app ill stick to soundcloud and downloads lol,1,,Noise
too much add and you can't listen your fvt. song more than 1 in a day. You hav to buy premium.,1,9.1.24.1739,Noise
Absolutely hate the latest interface design on Android tablet. Left panel opens (somehow) but there is no clear way to close it again. I am guessing the right hand panel is like a currently playing section whilst the left hand is the 'browsing area'. Perhaps for those who cannot sit still and enjoy one piece for more than 30 seconds whilst looking for the next thing to listen to it's great (like browsing endlessly through Facebook) but for me it just create unnecessary clutter and irritation.,2,9.1.24.1739,Noise
"this app sucks now, they hide the ""new episode"" box, sometimes it's half way down a page of nonsense you're not interested in and mostly it's just not there at all. The ""your shows"" main section doesn't update like it used to, these 2 combined will have you missing episodes and eventually forgetting whole channels you used to listen to",1,9.1.6.1145,Noise
"worst app ever seen, now it's restricting to play the song again and asks us to play it tomorrow. To play the song again we have to get premium. Money minded...",1,9.1.44.2120,Noise
"Bro u can't do anything without paying. wanna listen on repeat, pay. wanna listen something, pay. wanna listen same song again, wait 24 hours or pay. Atp youtube is way better. I'm uninstalling.",1,,Noise
3 ads every 3 songs. wth. Now plays random terrible tracks from cheap no name artists and podcasts. Everytime I try a new playlist I have to listen to 4 ads. Why bother I'm going back to Google Music. Ads about sex also are inappropriate.,1,9.1.52.1394,Noise
it keeps glitching and shutting down for no reason. would be great for it to not do that since I pay for it.,1,,Noise
"stop using algorithms! I am a premium user with over 2,000 songs on my playlist and I hear the same 100 to 200 songs every single day. I have to skip and Skip and Skip to get to a song that I haven't heard in the last week. this is ridiculous! I used to subscribe to Amazon music but I chose Spotify for a better experience, 6 months later it's really no better.",3,9.1.30.1993,Noise
"good quality of music but there's too much ads. I mean for starters, the ads were playing one after a couple of songs. now, it plays a couple of ads after a couple of songs which is kinda annoying.",3,9.1.24.1739,Noise
"Honestly, this app is just getting worse and worse. The problems I have are that on the free version you only get 6 skips per hour, I can't fast forward NOR rewind any of my songs, the playlist doesn't play in their set order and they randomly throw in songs that AREN'T on my playlist! I can't even select which song I want to play because a premium membership pops up and says ""Choose more songs to play tomorrow. Get Premium to play any song any time."" Can't even choose songs without paying. 😔",1,9.1.32.2083,Noise
I can barely use this app without premium. No because what the hell do you mean I can't play any song sometimes? Like let me play songs when I'm in the mood for them why the heck are you deciding when I should listen to music what the heck?,1,9.1.52.1394,Noise
"for the free users the adds are a problem, 2-4 adds every 2 songs ATLEAST! can't listen to the same song on loop, every good quality is locked behind a paywall, doesn't let you play the Playlists in order and other stuff I can't list. the audio is fine, I just hate the interruptions.",1,,Noise
"while the premium subscription experience is nice, they seem to keep increasing the price of the subscription.",3,8.8.50.466,Noise
absolute trash.. on top of all the annoying ads now finally u can't choose to a single song unless u pay for it.. pathetic,1,9.1.32.2083,Noise
algorithm gives uninteresting recommendations that don't fit my taste. feels like they just find whatever song is in the same language,1,9.1.60.1970,Noise
"it was a good app for listening music and it help to avoid stress and make moments happy. but, remove monthly subscription for choose next song or search and select song.it makes a way to avoid and uninstall the app from the civilians phones.",1,9.1.30.1993,Noise
"Music randomly stops playing, after which it has to restart the whole song. Sometimes the app becomes very slow to respond, taking seconds to pause a song. Some podcasts have an option to say ""not interested"" but no matter how often you press it it will keep recommending those podcasts. other podcasts don't even have that option. Maybe Spotify ownership should invest in making the app function halfway decent (like it did years ago for example) instead of investing in dystopian AI murder weapons.",1,9.1.42.2058,Noise
I understand ads but not being able to choose songs after picking about 10 songs,1,,Noise
"Used to be 5 stars. Now it is 2. Resolved the previous issue. Was an error on SPOTIFY's side. Spent 30 minutes on phone with support, had to cancel my subscription and then start a new subscription; to keep THEM from constantly logging me out. Because that makes sense. Now, the price keeps going up and we are getting... AI. such wow. Also, doesnt work while abroad. Says connected, but ""there is a problem"" and doesn't load anything beyond downloaded songs. Tried the fixes, no go. App sucks.",2,9.1.30.1993,Noise
This app is very bad when I off the internet then this app not showing my download songs,1,9.1.30.1993,Offline Mode Not Working
"Very regularly says ""You're offline"" when I open the app even though I have a stable connection. Closing the app and reopening doesn't resolve the issue, have to go into app settings and force stop it. This has been a reoccurring bug for years across multiple devices, kind of crazy. Other than that, excellent music service, I've been a member for over 15 years.",3,9.1.36.1948,Offline Mode Not Working
"I’ve been struggling to access my downloads offline for weeks now, despite paying for a Premium plan. I’ve installed multiple updates in the past two weeks, but nothing has changed. The app doesn’t even open when I’m offline.Also, the recommendations have become terrible. Playlists that should be Afro gospel or similar genres now include completely unrelated songs. The personalization has clearly dropped. This is frustrating, please fix both issues.",2,9.1.32.2083,Offline Mode Not Working
"I pay for this app and download music for when I'm out of cell range (which is often, I live rural). The app won't load at all without internet access, which makes it pretty useless for me. I uninstalled and reinstalled as advised and it still doesn't open at all offline unless I've remembered to set it to offline before I leave service. Hasn't always been this way, big waste of money.",1,9.1.50.1906,Offline Mode Not Working
"i downloaded more than 3 times, but it still says something when wrong and no internet connection whenever i try to open any music but my internet is clearly stable. I tried to open with other accounts, but its still the same. why does this happen on my samsung tab? Is it because i've been hacked? Please fix this.",1,,Offline Mode Not Working
there is no download for ofline and you need to be premium,2,9.1.52.1394,Offline Mode Not Working
my downloads WONT STAY DOWNLOADED!! Support is no help and I'm being to get very frustrated!!,1,9.1.24.1739,Offline Mode Not Working
what's the point of downloading songs if I can't play them while offline?? several updates yet the problem is not fixed.,1,9.1.52.1394,Offline Mode Not Working
it's good when it works but half the time it straight refuses to let me listen to music because it thinks it's offline when I am not,3,9.1.40.1486,Offline Mode Not Working
cant listen to my Playlist offline and now its saying it doesn't recognize my profile so i cant play anything at all,2,9.1.24.1739,Offline Mode Not Working
i can't play songs online it's always loading and loading 💔,3,8.8.76.667,Offline Mode Not Working
music the best <3 it keeps saying im off line when I have good internet and every thing else is working,1,9.1.44.2120,Offline Mode Not Working
i can't download the lyrics or use it when offline,3,9.1.56.574,Offline Mode Not Working
i can not listen to my downloaded music while offline,1,9.1.44.2120,Offline Mode Not Working
"Update: Every time I open the app, it shows that I'm offline even though I am connected to the internet and have the offline mode in the settings disabled. I need to close and reopen the app just to play music.",1,9.1.56.574,Offline Mode Not Working
